"ID";"BIO1_Mean_Temp";"BIO10_Temp_Warmest_Quarter";"BIO11_Temp_Coldest_Quarter";"BIO12_Annual_Precipitation";"BIO13_Precip_ Wettest_Month";"BIO14_Precip_Driest_Month";"BIO15_Precip_Seasonality";"BIO16_Precip_Wettest Quarter";"BIO17_Precipitation of Driest Quarter";"BIO18_Precipitation of Warmest Quarter";"BIO19_Precipitation of Coldest Quarter";"BIO2_Mean_Diurnal_Range";"BIO3_Isothermality";"BIO4_Temp_Seasonality";"BIO5_Max_Temp_Warmest_Month";"BIO6_Min_Temp_Coldest_Month";"BIO7_Temp_Range";"BIO8_Temp_Wettest_Quarter";"BIO9_Temp_Driest_Quarter"
"st.032";14;17.869827504359;24.8698595200462;11.8605363853133;471.425287356322;87.992337164751;2.0536398467433;75.9459046988652;234.452107279693;16.1072796934866;47.9463601532567;149.808429118774;7.99865897131149;35.5613458275338;544.284696264742;30.2429119709351;7.75249046566843;22.4904214924779;16.1725415087294;24.498850614175
"st.033";15;17.869827504359;24.8698595200462;11.8605363853133;471.425287356322;87.992337164751;2.0536398467433;75.9459046988652;234.452107279693;16.1072796934866;47.9463601532567;149.808429118774;7.99865897131149;35.5613458275338;544.284696264742;30.2429119709351;7.75249046566843;22.4904214924779;16.1725415087294;24.498850614175
"st.034";16;17.2054394600608;24.7582423955744;10.6540606099909;525.189090909091;81.9854545454545;5.04363636363636;67.0336378756436;241.621818181818;23.5672727272727;56.96;203.996363636364;9.76827276403254;38.4825336803089;588.999949174361;31.1770909673517;5.80363633069125;25.3734544858066;15.0224848625877;24.533636377508
"st.035";17;17.2054394600608;24.7582423955744;10.6540606099909;525.189090909091;81.9854545454545;5.04363636363636;67.0336378756436;241.621818181818;23.5672727272727;56.96;203.996363636364;9.76827276403254;38.4825336803089;588.999949174361;31.1770909673517;5.80363633069125;25.3734544858066;15.0224848625877;24.533636377508
"st.036";18;17.2054394600608;24.7582423955744;10.6540606099909;525.189090909091;81.9854545454545;5.04363636363636;67.0336378756436;241.621818181818;23.5672727272727;56.96;203.996363636364;9.76827276403254;38.4825336803089;588.999949174361;31.1770909673517;5.80363633069125;25.3734544858066;15.0224848625877;24.533636377508
"st.076";19;14.1900341078552;21.4143274653028;7.82280701085141;932.111111111111;141.093567251462;23.906432748538;47.6034657439293;369.74269005848;84.1520467836257;101.736842105263;297.771929824561;7.38971734744066;32.7151013982226;570.666956137495;26.7619882996319;4.19415204218257;22.5678362595408;11.7877193166499;21.3988303468938
"st.077";20;14.1900341078552;21.4143274653028;7.82280701085141;932.111111111111;141.093567251462;23.906432748538;47.6034657439293;369.74269005848;84.1520467836257;101.736842105263;297.771929824561;7.38971734744066;32.7151013982226;570.666956137495;26.7619882996319;4.19415204218257;22.5678362595408;11.7877193166499;21.3988303468938
"st.078";21;14.1900341078552;21.4143274653028;7.82280701085141;932.111111111111;141.093567251462;23.906432748538;47.6034657439293;369.74269005848;84.1520467836257;101.736842105263;297.771929824561;7.38971734744066;32.7151013982226;570.666956137495;26.7619882996319;4.19415204218257;22.5678362595408;11.7877193166499;21.3988303468938
"st.214";22;17.7699552806401;24.8188378783478;11.7127713828251;321.114942528736;52.0421455938697;5.81992337164751;46.8655732545816;129.019157088123;31.2145593869732;51.5593869731801;74.6168582375479;11.4286079187503;43.9460085726332;538.66782329457;31.6091953365282;5.60421456596404;26.0049808326809;19.0030013190375;24.5348658579976
"st.215";23;17.7699552806401;24.8188378783478;11.7127713828251;321.114942528736;52.0421455938697;5.81992337164751;46.8655732545816;129.019157088123;31.2145593869732;51.5593869731801;74.6168582375479;11.4286079187503;43.9460085726332;538.66782329457;31.6091953365282;5.60421456596404;26.0049808326809;19.0030013190375;24.5348658579976
"st.216";24;17.7699552806401;24.8188378783478;11.7127713828251;321.114942528736;52.0421455938697;5.81992337164751;46.8655732545816;129.019157088123;31.2145593869732;51.5593869731801;74.6168582375479;11.4286079187503;43.9460085726332;538.66782329457;31.6091953365282;5.60421456596404;26.0049808326809;19.0030013190375;24.5348658579976
"st.217";25;17.8880833129883;24.7973999786377;11.9661333694458;304.276;49.624;5.284;46.3829248199463;121.208;29.536;47.956;71.736;10.3790999488831;42.0368465270996;526.684597900391;30.8635999450684;6.18799999046326;24.6755999984741;19.2303999252319;24.4393333511353
"st.218";26;17.8880833129883;24.7973999786377;11.9661333694458;304.276;49.624;5.284;46.3829248199463;121.208;29.536;47.956;71.736;10.3790999488831;42.0368465270996;526.684597900391;30.8635999450684;6.18799999046326;24.6755999984741;19.2303999252319;24.4393333511353
"st.219";27;17.8880833129883;24.7973999786377;11.9661333694458;304.276;49.624;5.284;46.3829248199463;121.208;29.536;47.956;71.736;10.3790999488831;42.0368465270996;526.684597900391;30.8635999450684;6.18799999046326;24.6755999984741;19.2303999252319;24.4393333511353
"st.220";28;17.7703722930345;25.21905739581;11.2985655596999;252.991803278689;36.0737704918033;2.36065573770492;48.155758732655;96.8114754098361;18.2622950819672;22.8237704918033;78.9672131147541;11.8942964194251;43.0282792107004;570.682919611696;32.810655523519;5.16967212860702;27.6409833939349;14.9099726833281;24.958333249952
"st.221";29;17.7703722930345;25.21905739581;11.2985655596999;252.991803278689;36.0737704918033;2.36065573770492;48.155758732655;96.8114754098361;18.2622950819672;22.8237704918033;78.9672131147541;11.8942964194251;43.0282792107004;570.682919611696;32.810655523519;5.16967212860702;27.6409833939349;14.9099726833281;24.958333249952
"st.222";30;17.7703722930345;25.21905739581;11.2985655596999;252.991803278689;36.0737704918033;2.36065573770492;48.155758732655;96.8114754098361;18.2622950819672;22.8237704918033;78.9672131147541;11.8942964194251;43.0282792107004;570.682919611696;32.810655523519;5.16967212860702;27.6409833939349;14.9099726833281;24.958333249952
"st.223";31;17.6968996581308;24.5736177001519;11.9201422234847;505.104265402844;85.8341232227488;1.82938388625592;67.8466304037808;241.331753554502;20.2559241706161;23.2701421800948;219.312796208531;11.076658737038;43.596376428107;519.549558377379;31.8109002859107;6.40189572194176;25.4090045006919;12.7784360099178;24.243443900375
"st.224";32;17.6968996581308;24.5736177001519;11.9201422234847;505.104265402844;85.8341232227488;1.82938388625592;67.8466304037808;241.331753554502;20.2559241706161;23.2701421800948;219.312796208531;11.076658737038;43.596376428107;519.549558377379;31.8109002859107;6.40189572194176;25.4090045006919;12.7784360099178;24.243443900375
"st.225";33;17.6968996581308;24.5736177001519;11.9201422234847;505.104265402844;85.8341232227488;1.82938388625592;67.8466304037808;241.331753554502;20.2559241706161;23.2701421800948;219.312796208531;11.076658737038;43.596376428107;519.549558377379;31.8109002859107;6.40189572194176;25.4090045006919;12.7784360099178;24.243443900375
"st.126";34;14.4291247489468;22.0586129066928;7.45436240202628;882.748322147651;138.51677852349;22.9697986577181;38.1168460205897;318.939597315436;123.489932885906;144.020134228188;212.046979865772;6.42715324811487;28.3241121816955;602.973008533452;26.8104026525613;4.12046979337731;22.6899328167807;15.2646532410743;22.0365770839205
"st.001";35;17.5545890009081;24.7685810810811;11.4667793157938;644.581081081081;99.3175675675676;3.68918918918919;64.4544985229905;277.574324324324;23.0067567567568;50.0945945945946;270.182432432432;9.74780401668033;39.6759830165554;556.331474097999;31.3824324221224;6.8209459395022;24.561486489064;12.7698198073619;24.364076485505
"st.002";36;17.5545890009081;24.7685810810811;11.4667793157938;644.581081081081;99.3175675675676;3.68918918918919;64.4544985229905;277.574324324324;23.0067567567568;50.0945945945946;270.182432432432;9.74780401668033;39.6759830165554;556.331474097999;31.3824324221224;6.8209459395022;24.561486489064;12.7698198073619;24.364076485505
"st.003";37;17.5545890009081;24.7685810810811;11.4667793157938;644.581081081081;99.3175675675676;3.68918918918919;64.4544985229905;277.574324324324;23.0067567567568;50.0945945945946;270.182432432432;9.74780401668033;39.6759830165554;556.331474097999;31.3824324221224;6.8209459395022;24.561486489064;12.7698198073619;24.364076485505
"st.004";38;17.6951301932335;24.8650000333786;11.6320833802223;619.4625;95.575;3.41875;64.4226494312286;266.95625;21.83125;48.6;259.675;9.62692702412605;39.5487302303314;553.032229995728;31.352499961853;7.01624997258186;24.3362499475479;12.9313541829586;24.4603124856949
"st.005";39;17.6951301932335;24.8650000333786;11.6320833802223;619.4625;95.575;3.41875;64.4226494312286;266.95625;21.83125;48.6;259.675;9.62692702412605;39.5487302303314;553.032229995728;31.352499961853;7.01624997258186;24.3362499475479;12.9313541829586;24.4603124856949
"st.006";40;17.6951301932335;24.8650000333786;11.6320833802223;619.4625;95.575;3.41875;64.4226494312286;266.95625;21.83125;48.6;259.675;9.62692702412605;39.5487302303314;553.032229995728;31.352499961853;7.01624997258186;24.3362499475479;12.9313541829586;24.4603124856949
"st.007";41;18.6377053865245;26.143075069911;12.2163145575725;478.457746478873;70.0774647887324;4.23943661971831;58.6556854785328;198.43661971831;20.8239436619718;48.7464788732394;190.30985915493;9.94512917961873;38.9219873455209;577.709557331784;33.0683097839355;7.5274647491079;25.5408448501372;13.5526996330476;25.730868514155
"st.008";42;18.6377053865245;26.143075069911;12.2163145575725;478.457746478873;70.0774647887324;4.23943661971831;58.6556854785328;198.43661971831;20.8239436619718;48.7464788732394;190.30985915493;9.94512917961873;38.9219873455209;577.709557331784;33.0683097839355;7.5274647491079;25.5408448501372;13.5526996330476;25.730868514155
"st.009";43;18.6377053865245;26.143075069911;12.2163145575725;478.457746478873;70.0774647887324;4.23943661971831;58.6556854785328;198.43661971831;20.8239436619718;48.7464788732394;190.30985915493;9.94512917961873;38.9219873455209;577.709557331784;33.0683097839355;7.5274647491079;25.5408448501372;13.5526996330476;25.730868514155
"st.010";44;18.6305419001086;26.1702792162966;12.1726601135555;483.758620689655;70.576354679803;4.39408866995074;58.4533647621794;199.990147783251;21.35960591133;49.4926108374384;191.487684729064;10.122906417095;39.2030414900756;580.628012671259;33.250738867398;7.43842361008592;25.8123150905365;13.5007390036372;25.7649425544175
"st.011";45;18.6305419001086;26.1702792162966;12.1726601135555;483.758620689655;70.576354679803;4.39408866995074;58.4533647621794;199.990147783251;21.35960591133;49.4926108374384;191.487684729064;10.122906417095;39.2030414900756;580.628012671259;33.250738867398;7.43842361008592;25.8123150905365;13.5007390036372;25.7649425544175
"st.012";46;18.6305419001086;26.1702792162966;12.1726601135555;483.758620689655;70.576354679803;4.39408866995074;58.4533647621794;199.990147783251;21.35960591133;49.4926108374384;191.487684729064;10.122906417095;39.2030414900756;580.628012671259;33.250738867398;7.43842361008592;25.8123150905365;13.5007390036372;25.7649425544175
"st.013";47;18.6933027162142;26.2164621528672;12.2195296901867;474.472392638037;69.319018404908;4.2760736196319;58.1272185624011;196.110429447853;21.2024539877301;49.0306748466258;188.613496932515;9.97126798688268;38.9277813449228;580.364926952526;33.1006134477861;7.49938647732413;25.6012268417452;13.5577710684092;25.8295501404745
"st.014";48;18.6933027162142;26.2164621528672;12.2195296901867;474.472392638037;69.319018404908;4.2760736196319;58.1272185624011;196.110429447853;21.2024539877301;49.0306748466258;188.613496932515;9.97126798688268;38.9277813449228;580.364926952526;33.1006134477861;7.49938647732413;25.6012268417452;13.5577710684092;25.8295501404745
"st.015";49;18.6933027162142;26.2164621528672;12.2195296901867;474.472392638037;69.319018404908;4.2760736196319;58.1272185624011;196.110429447853;21.2024539877301;49.0306748466258;188.613496932515;9.97126798688268;38.9277813449228;580.364926952526;33.1006134477861;7.49938647732413;25.6012268417452;13.5577710684092;25.8295501404745
"st.016";50;19.1068067221806;26.1080459972908;12.9245689326319;315.056034482759;46;1;57.2687578036867;127.306034482759;14.3620689655172;46.3922413793103;109.228448275862;8.27869971867265;35.5701746447333;542.835510516989;31.6525861394816;8.42413795199887;23.2284480867715;18.0134338839301;25.4873562352411
"st.017";51;19.1068067221806;26.1080459972908;12.9245689326319;315.056034482759;46;1;57.2687578036867;127.306034482759;14.3620689655172;46.3922413793103;109.228448275862;8.27869971867265;35.5701746447333;542.835510516989;31.6525861394816;8.42413795199887;23.2284480867715;18.0134338839301;25.4873562352411
"st.018";52;19.1068067221806;26.1080459972908;12.9245689326319;315.056034482759;46;1;57.2687578036867;127.306034482759;14.3620689655172;46.3922413793103;109.228448275862;8.27869971867265;35.5701746447333;542.835510516989;31.6525861394816;8.42413795199887;23.2284480867715;18.0134338839301;25.4873562352411
"st.037";53;17.8535380610104;24.5706178402079;12.0363505256587;480.422413793103;74.3189655172414;2.74137931034483;63.9297579896861;212.633620689655;15.0129310344828;48.7887931034483;154.077586206897;7.85571119908629;36.0971979766056;522.259358110099;30.0168104171753;8.27198277259695;21.744827673353;16.2492815461652;24.2015086453536
"st.038";54;17.8535380610104;24.5706178402079;12.0363505256587;480.422413793103;74.3189655172414;2.74137931034483;63.9297579896861;212.633620689655;15.0129310344828;48.7887931034483;154.077586206897;7.85571119908629;36.0971979766056;522.259358110099;30.0168104171753;8.27198277259695;21.744827673353;16.2492815461652;24.2015086453536
"st.039";55;17.8535380610104;24.5706178402079;12.0363505256587;480.422413793103;74.3189655172414;2.74137931034483;63.9297579896861;212.633620689655;15.0129310344828;48.7887931034483;154.077586206897;7.85571119908629;36.0971979766056;522.259358110099;30.0168104171753;8.27198277259695;21.744827673353;16.2492815461652;24.2015086453536
"st.040";56;17.8619282067991;24.7688889970966;11.9090849782906;479.317647058824;71.4235294117647;2.24313725490196;63.7880740147011;207.094117647059;14.3411764705882;42.3686274509804;158.454901960784;7.77562084384993;35.274149053237;536.81446760589;30.2184313306621;8.17607843922634;22.0423529007856;16.1777777391322;24.4396732554716
"st.041";57;17.8619282067991;24.7688889970966;11.9090849782906;479.317647058824;71.4235294117647;2.24313725490196;63.7880740147011;207.094117647059;14.3411764705882;42.3686274509804;158.454901960784;7.77562084384993;35.274149053237;536.81446760589;30.2184313306621;8.17607843922634;22.0423529007856;16.1777777391322;24.4396732554716
"st.042";58;17.8619282067991;24.7688889970966;11.9090849782906;479.317647058824;71.4235294117647;2.24313725490196;63.7880740147011;207.094117647059;14.3411764705882;42.3686274509804;158.454901960784;7.77562084384993;35.274149053237;536.81446760589;30.2184313306621;8.17607843922634;22.0423529007856;16.1777777391322;24.4396732554716
"st.043";59;17.7016791111201;24.6011608560287;11.7438640120018;477.248756218905;71.1293532338308;2.11442786069652;64.7755310855695;205.427860696517;13.636815920398;38.0199004975124;160.1592039801;7.60070476959001;34.7613212623406;537.042207328834;29.9452736223515;8.07860697086771;21.8666666514838;16.0458540086129;24.2624378868596
"st.044";60;17.7016791111201;24.6011608560287;11.7438640120018;477.248756218905;71.1293532338308;2.11442786069652;64.7755310855695;205.427860696517;13.636815920398;38.0199004975124;160.1592039801;7.60070476959001;34.7613212623406;537.042207328834;29.9452736223515;8.07860697086771;21.8666666514838;16.0458540086129;24.2624378868596
"st.045";61;17.7016791111201;24.6011608560287;11.7438640120018;477.248756218905;71.1293532338308;2.11442786069652;64.7755310855695;205.427860696517;13.636815920398;38.0199004975124;160.1592039801;7.60070476959001;34.7613212623406;537.042207328834;29.9452736223515;8.07860697086771;21.8666666514838;16.0458540086129;24.2624378868596
"st.046";62;17.1169288174206;24.2062362708793;11.0934878642985;502.049668874172;74.7814569536424;3.49668874172185;60.027602442053;215.301324503311;21.4470198675497;56.3443708609271;158.278145695364;7.28165011216473;33.174455326914;547.900469849441;29.5288079242833;7.57880796817754;21.9500000113683;15.3457505434554;23.8907836509856
"st.047";63;17.1169288174206;24.2062362708793;11.0934878642985;502.049668874172;74.7814569536424;3.49668874172185;60.027602442053;215.301324503311;21.4470198675497;56.3443708609271;158.278145695364;7.28165011216473;33.174455326914;547.900469849441;29.5288079242833;7.57880796817754;21.9500000113683;15.3457505434554;23.8907836509856
"st.048";64;17.1169288174206;24.2062362708793;11.0934878642985;502.049668874172;74.7814569536424;3.49668874172185;60.027602442053;215.301324503311;21.4470198675497;56.3443708609271;158.278145695364;7.28165011216473;33.174455326914;547.900469849441;29.5288079242833;7.57880796817754;21.9500000113683;15.3457505434554;23.8907836509856
"st.049";65;16.3105456807972;23.4106932361569;10.2480088546213;496.738938053097;72.5884955752212;4.19911504424779;58.867321605176;211.703539823009;24.3097345132743;56.9778761061947;156.778761061947;7.08325958673933;32.6031107438349;550.500045236233;28.4991150071136;6.76592922579926;21.7331857850066;14.5415929144463;23.0942477673556
"st.050";66;16.3105456807972;23.4106932361569;10.2480088546213;496.738938053097;72.5884955752212;4.19911504424779;58.867321605176;211.703539823009;24.3097345132743;56.9778761061947;156.778761061947;7.08325958673933;32.6031107438349;550.500045236233;28.4991150071136;6.76592922579926;21.7331857850066;14.5415929144463;23.0942477673556
"st.051";67;16.3105456807972;23.4106932361569;10.2480088546213;496.738938053097;72.5884955752212;4.19911504424779;58.867321605176;211.703539823009;24.3097345132743;56.9778761061947;156.778761061947;7.08325958673933;32.6031107438349;550.500045236233;28.4991150071136;6.76592922579926;21.7331857850066;14.5415929144463;23.0942477673556
"st.052";68;17.2993266333635;24.3504488909686;11.2796857621935;492.531986531987;72.2188552188552;3.29292929292929;59.0956329063133;209.727272727273;22.6296296296296;57.0909090909091;155.06734006734;7.19758700040053;33.1900914831194;545.311515422782;29.4265992456815;7.7350168308425;21.6915824003894;15.5614477729155;24.011952859384
"st.053";69;17.2993266333635;24.3504488909686;11.2796857621935;492.531986531987;72.2188552188552;3.29292929292929;59.0956329063133;209.727272727273;22.6296296296296;57.0909090909091;155.06734006734;7.19758700040053;33.1900914831194;545.311515422782;29.4265992456815;7.7350168308425;21.6915824003894;15.5614477729155;24.011952859384
"st.054";70;17.2993266333635;24.3504488909686;11.2796857621935;492.531986531987;72.2188552188552;3.29292929292929;59.0956329063133;209.727272727273;22.6296296296296;57.0909090909091;155.06734006734;7.19758700040053;33.1900914831194;545.311515422782;29.4265992456815;7.7350168308425;21.6915824003894;15.5614477729155;24.011952859384
"st.055";71;15.6188900084364;22.7522398077923;9.50158106008537;558.747035573123;83.9604743083004;6.49802371541502;58.3689781611145;234.739130434783;28.2411067193676;66.8616600790514;191;7.14654151441551;32.4084243925193;554.099853033134;27.9055335757289;5.84664032299057;22.0588932565078;12.4613965603674;22.4618576939398
"st.056";72;15.6188900084364;22.7522398077923;9.50158106008537;558.747035573123;83.9604743083004;6.49802371541502;58.3689781611145;234.739130434783;28.2411067193676;66.8616600790514;191;7.14654151441551;32.4084243925193;554.099853033134;27.9055335757289;5.84664032299057;22.0588932565078;12.4613965603674;22.4618576939398
"st.057";73;15.6188900084364;22.7522398077923;9.50158106008537;558.747035573123;83.9604743083004;6.49802371541502;58.3689781611145;234.739130434783;28.2411067193676;66.8616600790514;191;7.14654151441551;32.4084243925193;554.099853033134;27.9055335757289;5.84664032299057;22.0588932565078;12.4613965603674;22.4618576939398
"st.058";74;15.0277573501363;22.4104780028848;8.42867643955876;909.683823529412;123.272058823529;17.7720588235294;46.8283058475046;351.330882352941;82.0588235294118;109.952205882353;310.536764705882;6.39785539928605;29.3363877324497;583.013214335722;27.2602941639283;5.45661766093005;21.8036765140646;12.6321691099335;22.3177083239836
"st.059";75;15.0277573501363;22.4104780028848;8.42867643955876;909.683823529412;123.272058823529;17.7720588235294;46.8283058475046;351.330882352941;82.0588235294118;109.952205882353;310.536764705882;6.39785539928605;29.3363877324497;583.013214335722;27.2602941639283;5.45661766093005;21.8036765140646;12.6321691099335;22.3177083239836
"st.060";76;15.0277573501363;22.4104780028848;8.42867643955876;909.683823529412;123.272058823529;17.7720588235294;46.8283058475046;351.330882352941;82.0588235294118;109.952205882353;310.536764705882;6.39785539928605;29.3363877324497;583.013214335722;27.2602941639283;5.45661766093005;21.8036765140646;12.6321691099335;22.3177083239836
"st.061";77;14.5838605841812;21.8191836337654;8.00666666760737;953.473469387755;127.130612244898;18.2244897959184;47.1327529751525;368.028571428571;84.4571428571429;112.281632653061;328.10612244898;6.11037414901111;28.6451230963882;573.799295479911;26.4289795466832;5.12122448938234;21.3077550459881;12.2811564601198;21.7046938487462
"st.062";78;14.5838605841812;21.8191836337654;8.00666666760737;953.473469387755;127.130612244898;18.2244897959184;47.1327529751525;368.028571428571;84.4571428571429;112.281632653061;328.10612244898;6.11037414901111;28.6451230963882;573.799295479911;26.4289795466832;5.12122448938234;21.3077550459881;12.2811564601198;21.7046938487462
"st.063";79;14.5838605841812;21.8191836337654;8.00666666760737;953.473469387755;127.130612244898;18.2244897959184;47.1327529751525;368.028571428571;84.4571428571429;112.281632653061;328.10612244898;6.11037414901111;28.6451230963882;573.799295479911;26.4289795466832;5.12122448938234;21.3077550459881;12.2811564601198;21.7046938487462
"st.064";80;14.7616766998845;22.1607526809938;8.13575267984021;903.342741935484;121.608870967742;18.4758064516129;45.5529674714611;344.79435483871;84.4274193548387;109.987903225806;305.016129032258;6.3064179978063;29.0082030911599;585.583473697785;26.9580645176672;5.22217743002599;21.735887112156;12.3481854931001;22.0887768576222
"st.065";81;14.7616766998845;22.1607526809938;8.13575267984021;903.342741935484;121.608870967742;18.4758064516129;45.5529674714611;344.79435483871;84.4274193548387;109.987903225806;305.016129032258;6.3064179978063;29.0082030911599;585.583473697785;26.9580645176672;5.22217743002599;21.735887112156;12.3481854931001;22.0887768576222
"st.066";82;14.7616766998845;22.1607526809938;8.13575267984021;903.342741935484;121.608870967742;18.4758064516129;45.5529674714611;344.79435483871;84.4274193548387;109.987903225806;305.016129032258;6.3064179978063;29.0082030911599;585.583473697785;26.9580645176672;5.22217743002599;21.735887112156;12.3481854931001;22.0887768576222
"st.067";83;15.7634868830965;22.7776314919455;9.52499994897006;959.513157894737;133.416666666667;18.5833333333333;53.7133967249017;389.745614035088;69.3201754385965;103.640350877193;353.811403508772;6.75723680906128;31.3893871474684;549.776982625326;27.7697368253741;6.2469298159867;21.5228069874278;13.8138888467822;22.4891082194814
"st.068";84;15.7634868830965;22.7776314919455;9.52499994897006;959.513157894737;133.416666666667;18.5833333333333;53.7133967249017;389.745614035088;69.3201754385965;103.640350877193;353.811403508772;6.75723680906128;31.3893871474684;549.776982625326;27.7697368253741;6.2469298159867;21.5228069874278;13.8138888467822;22.4891082194814
"st.069";85;15.7634868830965;22.7776314919455;9.52499994897006;959.513157894737;133.416666666667;18.5833333333333;53.7133967249017;389.745614035088;69.3201754385965;103.640350877193;353.811403508772;6.75723680906128;31.3893871474684;549.776982625326;27.7697368253741;6.2469298159867;21.5228069874278;13.8138888467822;22.4891082194814
"st.070";86;16.0208497895554;22.9793149623946;9.64650856930277;973.794466403162;146.399209486166;24.1857707509881;50.3199206717872;389.071146245059;86.4466403162055;110.719367588933;340.778656126482;9.11218699541959;38.4590917067094;556.295901091202;28.9529643982295;5.26916997800231;23.6837944287085;12.1455862588091;22.9679842560659
"st.071";87;16.0208497895554;22.9793149623946;9.64650856930277;973.794466403162;146.399209486166;24.1857707509881;50.3199206717872;389.071146245059;86.4466403162055;110.719367588933;340.778656126482;9.11218699541959;38.4590917067094;556.295901091202;28.9529643982295;5.26916997800231;23.6837944287085;12.1455862588091;22.9679842560659
"st.072";88;16.0208497895554;22.9793149623946;9.64650856930277;973.794466403162;146.399209486166;24.1857707509881;50.3199206717872;389.071146245059;86.4466403162055;110.719367588933;340.778656126482;9.11218699541959;38.4590917067094;556.295901091202;28.9529643982295;5.26916997800231;23.6837944287085;12.1455862588091;22.9679842560659
